#     BLOCK:  ACTUAL_PSI:     PSI_AVE:      ERROR:
         224        0.45    0.364661   0.0018934
         224        0.55    0.393429   0.0019612
         224        0.65    0.413982   0.0022974
         224        0.75    0.417054  0.00215196
         224        0.85    0.407746  0.00233493
         224        0.95    0.378808  0.00224411
         224        1.05    0.339777  0.00181856
         224        1.15    0.292183   0.0017996
         224        1.25    0.234982  0.00153054
         224        1.35    0.176478  0.00140722
         224        1.45    0.127571  0.00121211
         224        1.55   0.0886741  0.00105532
         224        1.65   0.0564196 0.000845585
         224        1.75   0.0353304  0.00069105
         224        1.85   0.0199598 0.000530417
         224        1.95   0.0112143   0.0003788
         225       -1.95   0.0177333 0.000490985
         225       -1.85   0.0198311 0.000515279
         225       -1.75   0.0349956 0.000649756
         225       -1.65   0.0579022 0.000868953
         225       -1.55   0.0863333 0.000954076
         225       -1.45    0.127973  0.00117916
         225       -1.35    0.177062  0.00144046
         225       -1.25    0.230951  0.00170622
         225       -1.15    0.289244  0.00177653
         225       -1.05    0.343044  0.00192681
         225       -0.95    0.387747  0.00188131
         225       -0.85    0.411916  0.00205194
         225       -0.75    0.424156  0.00229443
         225       -0.65    0.417027      0.0019
         225       -0.55    0.393498  0.00191174
         225       -0.45    0.367298  0.00202159
         225       -0.35    0.337578  0.00169208
         225       -0.25     0.31104  0.00163305
         225       -0.15    0.289649  0.00158653
         225       -0.05    0.280733  0.00158084
         225        0.05    0.279302  0.00159827
         225        0.15    0.288813  0.00162823
         225        0.25    0.312098    0.001749
         225        0.35    0.339129  0.00176984
         225        0.45    0.364804  0.00189043
         225        0.55      0.3936  0.00195996
         225        0.65    0.413978   0.0022872
         225        0.75    0.416867   0.0021505
         225        0.85    0.407853  0.00232704
         225        0.95     0.37888  0.00223529
         225        1.05    0.339756  0.00181061
         225        1.15     0.29208  0.00179455
         225        1.25    0.234973  0.00152376
         225        1.35    0.176422  0.00140206
         225        1.45    0.127511  0.00120822
         225        1.55   0.0887156  0.00105145
         225        1.65   0.0563689 0.000843349
         225        1.75   0.0353111 0.000688247
         225        1.85   0.0200444 0.000534768
         225        1.95   0.0111911 0.000377824
         226       -1.95   0.0177124 0.000489259
         226       -1.85   0.0198496 0.000513329
         226       -1.75   0.0350442 0.000648703
         226       -1.65    0.057885 0.000865279
         226       -1.55   0.0863053 0.000950266
         226       -1.45    0.127863  0.00117911
         226       -1.35    0.177137  0.00143603
         226       -1.25    0.230978  0.00169888
         226       -1.15     0.28923  0.00176873
         226       -1.05    0.342858  0.00192724
         226       -0.95    0.387876  0.00187743
         226       -0.85    0.411779  0.00204741
         226       -0.75    0.424252  0.00228632
         226       -0.65    0.416987  0.00189201
         226       -0.55    0.393434  0.00190436
         226       -0.45    0.367332  0.00201293
         226       -0.35    0.337628  0.00168535
         226       -0.25    0.311142  0.00162898
         226       -0.15    0.289717  0.00158096
         226       -0.05    0.280819  0.00157614
         226        0.05    0.279252  0.00159198
         226        0.15    0.288819  0.00162104
         226        0.25     0.31192  0.00175024
         226        0.35    0.339243  0.00176571
         226        0.45    0.364624  0.00189067
         226        0.55    0.393832  0.00196496
         226        0.65    0.413867  0.00227974
         226        0.75    0.417027  0.00214692
         226        0.85    0.408115  0.00233141
         226        0.95    0.378664  0.00223584
         226        1.05    0.339668   0.0018047
         226        1.15    0.291956   0.0017909
         226        1.25    0.234916   0.0015181
         226        1.35    0.176354  0.00139751
         226        1.45    0.127549  0.00120346
         226        1.55   0.0886947    0.001047
         226        1.65   0.0564646 0.000845031
         226        1.75   0.0353186 0.000685242
         226        1.85   0.0201195 0.000537638
         226        1.95   0.0111858 0.000376189
         227       -1.95   0.0176696 0.000488971
         227       -1.85    0.019837 0.000511221
         227       -1.75       0.035 0.000647352
         227       -1.65   0.0579648 0.000865139
         227       -1.55   0.0863656 0.000947993
         227       -1.45    0.127885  0.00117413
         227       -1.35    0.177295  0.00143837
         227       -1.25    0.231004   0.0016916
         227       -1.15    0.289366  0.00176612
         227       -1.05    0.343026  0.00192606
         227       -0.95    0.387731  0.00187474
         227       -0.85    0.411577   0.0020483
         227       -0.75    0.424018  0.00228825
         227       -0.65    0.416952    0.001884
         227       -0.55    0.393599  0.00190315
         227       -0.45    0.367207  0.00200793
         227       -0.35    0.337515   0.0016817
         227       -0.25    0.311194  0.00162264
         227       -0.15    0.289542  0.00158365
         227       -0.05    0.280877  0.00157026
         227        0.05    0.279233  0.00158507
         227        0.15    0.288881   0.0016151
         227        0.25    0.311987  0.00174379
         227        0.35    0.339035  0.00177016
         227        0.45     0.36467  0.00188289
         227        0.55    0.393634   0.0019662
         227        0.65    0.413903  0.00226998
         227        0.75    0.417229  0.00214699
         227        0.85    0.408322  0.00233027
         227        0.95    0.378454  0.00223583
         227        1.05    0.339753  0.00179876
         227        1.15    0.292075  0.00178697
         227        1.25    0.234846  0.00151303
         227        1.35    0.176326  0.00139164
         227        1.45    0.127626  0.00120061
         227        1.55   0.0887621  0.00104456
         227        1.65   0.0564493 0.000841446
         227        1.75   0.0353216  0.00068223
         227        1.85   0.0201278 0.000535334
         227        1.95   0.0111762 0.000374655
         228       -1.95   0.0176886 0.000487195
         228       -1.85   0.0197895 0.000511184
         228       -1.75   0.0350088 0.000644572
         228       -1.65   0.0578991 0.000863831
         228       -1.55   0.0863246 0.000944725
         228       -1.45     0.12793  0.00116982
         228       -1.35    0.177377   0.0014344
         228       -1.25    0.230807  0.00169566
         228       -1.15    0.289487  0.00176253
         228       -1.05    0.342882  0.00192305
         228       -0.95    0.387654  0.00186813
         228       -0.85    0.411522  0.00204006
         228       -0.75    0.423943  0.00227943
         228       -0.65    0.416939  0.00187578
         228       -0.55    0.393654  0.00189558
         228       -0.45    0.367048  0.00200539
         228       -0.35    0.337254  0.00169447
         228       -0.25    0.311175  0.00161563
         228       -0.15    0.289377  0.00158524
         228       -0.05    0.280965  0.00156586
         228        0.05    0.279294  0.00157927
         228        0.15    0.288917  0.00160841
         228        0.25    0.311961  0.00173634
         228        0.35    0.339276  0.00177873
         228        0.45     0.36486   0.0018842
         228        0.55    0.393588  0.00195813
         228        0.65    0.414035  0.00226386
         228        0.75    0.417158  0.00213875
         228        0.85    0.408417  0.00232199
         228        0.95    0.378447  0.00222603
         228        1.05    0.339732  0.00179099
         228        1.15    0.292206  0.00178395
         228        1.25    0.235031  0.00151765
         228        1.35    0.176259  0.00138716
         228        1.45    0.127614   0.0011954
         228        1.55   0.0887939  0.00104046
         228        1.65   0.0564868 0.000838591
